0,-0,0,0,0,0
2.1918,-0.669735,1.02439,0.0223507,0.0922575,0.00910927
2.72243,-1.92839,1.38654,0.0655168,0.09982,0.0530214
2.70298,-1.88342,1.39413,0.0632238,0.10056,0.0443431
2.73099,-1.91492,1.5397,0.0645182,0.107289,0.0331513
3.18016,-2.15816,1.55531,0.0601638,0.115568,0.0550798
3.4112,-2.06343,1.17645,0.0715077,0.110147,0.0752038
4.04237,-1.70249,1.84651,0.0560993,0.140959,0.0499026
3.84024,-1.68873,2.03891,0.0529731,0.125962,0.0550484
4.24447,-0.346951,2.93707,-0.0465007,0.127965,0.0597562
4.05285,-0.50123,3.05642,-0.0421402,0.117356,0.0601932
4.52079,1.19768,1.66054,-0.137284,0.129054,0.0479717
4.73857,1.63117,1.60506,-0.148866,0.140447,0.0266815
4.61448,1.91052,1.03162,-0.16353,0.135295,0.0226233
4.8165,2.22159,-1.96988,-0.197758,0.138525,0.021464
5.48786,2.9848,-0.899026,-0.225536,0.176197,-0.0327817
5.14781,3.69867,-0.713075,-0.245248,0.17549,-0.0664607
4.57036,4.33095,-0.777316,-0.262691,0.146532,-0.129175
4.4229,3.99537,-1.30445,-0.252222,0.133148,-0.11605
4.04279,4.67926,-1.07976,-0.277229,0.138017,-0.140858
4.30039,4.79966,0.261265,-0.262821,0.164695,-0.187518
4.53138,4.77343,1.05622,-0.256129,0.181583,-0.219675
4.27083,5.50952,1.19501,-0.257062,0.192197,-0.255854
3.33134,5.46501,-0.677239,-0.240767,0.155429,-0.28549
3.41823,4.52234,0.175769,-0.213932,0.181941,-0.338343
3.1972,4.10501,-0.139824,-0.204612,0.202572,-0.380005
3.74621,4.66705,1.64289,-0.203185,0.235066,-0.426388
3.07945,4.36859,0.441407,-0.20197,0.250149,-0.47398
3.05058,4.79282,-0.0290111,-0.20906,0.279347,-0.514271
1.47006,3.77209,0.786162,-0.180654,0.269743,-0.565985
1.11811,1.78198,3.01932,-0.0993438,0.290627,-0.62737
1.68443,2.4853,1.84483,-0.110123,0.316312,-0.65947
1.52459,2.12149,1.46212,-0.0901,0.326108,-0.700356
0.962023,0.763186,3.75945,-0.0516711,0.321799,-0.72618
1.45917,-0.496599,5.27966,-0.0265841,0.358806,-0.792048
1.40049,-1.08721,5.42706,-0.0267426,0.370258,-0.832207
1.118,-1.55514,4.59469,-0.0301894,0.379982,-0.865953
0.669932,-0.180661,2.662,-0.0684361,0.385035,-0.906462
0.707295,1.16189,1.59116,-0.148043,0.396081,-0.929569
0.505509,1.19479,1.39559,-0.146315,0.403537,-0.957135
0.588998,1.96679,1.32612,-0.15021,0.425206,-1.00123
0.931459,2.55966,1.63515,-0.151695,0.45218,-1.03988
-0.0110388,3.272,-1.10719,-0.191541,0.445275,-1.06337
0.0123492,2.08102,-1.09353,-0.14295,0.471109,-1.15289
-0.208896,1.30475,-1.57788,-0.135076,0.482314,-1.19684
-0.29784,-0.236586,0.113718,-0.0881716,0.509674,-1.25607
-0.67322,-1.30657,-1.01054,-0.0474056,0.49396,-1.25426
-0.37048,-0.765965,-3.14342,-0.0697091,0.515083,-1.28791
-0.387214,1.46698,-3.76456,-0.137316,0.520752,-1.31577
-0.00742774,1.7597,-4.38454,-0.136392,0.529401,-1.31225
-0.0825192,3.04759,-4.72979,-0.124558,0.554773,-1.40853
0.494882,3.67539,-5.26173,-0.132228,0.597928,-1.45618
0.468114,4.37905,-5.02351,-0.119111,0.61215,-1.50482
0.288039,3.31429,-5.71051,-0.0810772,0.625741,-1.54235
0.568853,2.07881,-6.77947,-0.0533964,0.647452,-1.5889
0.132997,2.13545,-6.67663,-0.0453918,0.660374,-1.6344
0.0796069,1.51929,-5.21405,-0.00996982,0.674736,-1.68008
0.0634416,1.0223,-4.69227,0.000134891,0.68751,-1.71781
0.083893,0.327054,-4.54527,0.0270459,0.702924,-1.75463
0.143069,0.393086,-4.85635,0.0178177,0.734105,-1.80117
0.527677,1.61366,-5.20691,0.00234296,0.76569,-1.84825
0.58472,2.45782,-5.38721,-0.0164749,0.79206,-1.89478
0.649315,1.93005,-4.06563,0.0175572,0.817046,-1.95072
0.672741,1.8583,-4.84399,0.0109655,0.838325,-1.99379
0.52063,1.46537,-4.39001,0.0271577,0.865402,-2.05569
1.96486,1.84367,-6.32276,0.0454225,0.921217,-2.11047
1.38404,0.335337,-6.05113,0.149056,0.9099,-2.15663
1.47957,-0.177986,-7.07208,0.157346,0.947433,-2.212
1.23709,-0.288673,-6.89941,0.166423,0.967614,-2.25513
1.10526,0.623221,-6.50847,0.145098,0.987523,-2.3012
1.21086,0.303598,-7.51993,0.148764,1.01551,-2.34251
1.41821,0.512095,-7.72379,0.142459,1.04925,-2.37874
0.720932,-0.32256,-6.06977,0.202926,1.03944,-2.41309
0.674958,-0.556321,-4.99272,0.21866,1.05558,-2.45491
0.314987,-1.62447,-3.52275,0.305005,1.06012,-2.51225
-0.281302,-2.5485,-3.73901,0.318122,1.06877,-2.55123
-0.305053,-3.54859,-4.20989,0.337549,1.08322,-2.58432
-0.492858,-5.32443,-4.39447,0.392242,1.10206,-2.62009
-0.423218,-4.2677,-5.18503,0.367613,1.12877,-2.69752
-0.466624,-3.6171,-3.84607,0.380962,1.15327,-2.74967
-0.84962,-2.8607,-4.13414,0.376026,1.16335,-2.79335
-1.02302,-2.95845,-4.66192,0.381373,1.17119,-2.81106
-1.03617,-3.36317,-6.1785,0.381057,1.18912,-2.85113
-1.10239,-3.94146,-6.77953,0.392327,1.20599,-2.89627
-1.43299,-5.28416,-6.41654,0.436817,1.21242,-2.93782
-1.21108,-6.02964,-6.40462,0.46597,1.23319,-2.97865
-0.9061,-6.07317,-5.11634,0.492983,1.26484,-3.02877
-1.17087,-6.66836,-6.58388,0.503209,1.2874,-3.08654
-1.08648,-7.00515,-7.1239,0.520686,1.30205,-3.1127
-1.31473,-6.65289,-7.27878,0.559394,1.30421,-3.15383
-1.34511,-6.8871,-7.62812,0.585035,1.31584,-3.19251
-0.705029,-6.24193,-9.52476,0.556488,1.34139,-3.23287
-0.260644,-5.4374,-10.1552,0.566578,1.36129,-3.25993
-0.595137,-4.39524,-8.0177,0.584299,1.36597,-3.29137
-1.07709,-4.57477,-7.8024,0.631373,1.37075,-3.34555
-1.77568,-3.99609,-8.51481,0.645691,1.36929,-3.40144
-2.00301,-5.02661,-6.9022,0.678597,1.39795,-3.45911
-3.59509,-5.51714,-5.84779,0.729035,1.36893,-3.53258
-2.03959,-6.04937,-3.92168,0.763098,1.44932,-3.57468
-2.77553,-5.35891,-3.86871,0.750921,1.45102,-3.60354
-2.93158,-4.30941,-2.92643,0.804127,1.47089,-3.67148
-3.27618,-2.03213,-3.66958,0.701118,1.47852,-3.71289
-3.77499,-1.0654,-5.23904,0.652541,1.45923,-3.72405
-3.26352,-1.38073,-2.8882,0.678745,1.50211,-3.77043
-3.59594,-0.980567,-4.09744,0.655995,1.51096,-3.79433
-3.7953,-1.11492,-3.42283,0.67585,1.52221,-3.82797
-3.55632,-0.437008,-3.81906,0.676409,1.53541,-3.87507
-2.94933,0.466695,-2.31122,0.679493,1.56715,-3.93825
-0.813782,-0.660779,-0.253656,0.805138,1.64796,-4.02445
-0.202792,-1.79238,0.523292,0.862429,1.68309,-4.05335
-0.303191,-2.9895,-1.63291,0.85802,1.69197,-4.07972
-0.623001,-4.89268,-1.66897,0.977001,1.71469,-4.15255
-0.653161,-6.23114,-3.54042,1.0211,1.74104,-4.20609
-1.21617,-5.83136,-3.35521,1.04943,1.74825,-4.24526
-0.926074,-5.94015,-3.70597,1.06041,1.77228,-4.29799
-0.184362,-4.24498,-6.92284,0.985792,1.81353,-4.39218
-1.65497,-5.66409,-6.58929,1.04,1.76497,-4.41453
-1.60915,-6.05621,-5.63954,1.06174,1.79718,-4.48415
-1.84765,-6.06099,-4.22979,1.09239,1.81267,-4.53178
-1.94238,-6.09244,-3.68777,1.11362,1.82318,-4.57018
-1.57137,-6.27186,-3.12755,1.12614,1.85326,-4.61438
