0,-0,0,0,0,0
-0.0977386,0.211872,-0.512656,0.0129262,0.00451837,-0.0339618
-0.212326,-0.931181,-0.136121,0.0630641,0.00842338,-0.0532106
-0.474007,-1.53732,0.861605,0.085234,0.00542546,-0.0451942
0.559462,-1.39156,0.305781,0.078917,0.0418745,-0.0234204
0.527502,-1.1788,0.0250416,0.0761091,0.0387251,-0.0235679
0.905077,-1.92743,-0.294795,0.112491,0.0487802,-0.0160569
0.384789,-2.20716,0.534095,0.124318,0.0296651,-0.0274877
0.462966,-2.55202,0.671018,0.129843,0.0303981,-0.00854858
-0.153692,-3.17207,1.64292,0.15457,0.0301141,-0.0187721
-0.181122,-2.02534,0.830239,0.124622,0.0290897,-0.0491571
-0.00538334,-1.81132,0.984918,0.152106,0.0419904,-0.0975551
0.495928,-1.11208,0.914693,0.137586,0.0643853,-0.121633
1.08545,-0.844569,1.8841,0.175918,0.109191,-0.180883
1.06795,0.220032,5.83337,0.176872,0.123152,-0.216855
0.430116,-0.843231,4.04237,0.175416,0.11696,-0.242864
0.72243,-0.816929,5.11321,0.209412,0.160248,-0.302461
-0.262628,-0.484799,5.97549,0.203476,0.135246,-0.307791
-0.664573,0.904293,4.58254,0.151681,0.129305,-0.343055
-1.53005,0.605981,4.69958,0.131873,0.0886268,-0.348547
-2.11659,1.53093,2.62618,0.0856814,0.0639697,-0.336859
-1.7015,-0.0557975,2.50938,0.0521451,0.133748,-0.413951
-1.41576,-2.29789,4.18458,0.0817053,0.182695,-0.464297
-1.70165,-5.77985,3.63874,0.132661,0.197484,-0.478097
-0.543304,-7.22542,3.28742,0.0827218,0.26512,-0.547548
-0.128281,-10.774,3.24269,0.100329,0.317929,-0.557548
0.0284627,-12.5902,1.5822,0.087194,0.331816,-0.58007
-0.0397349,-15.4956,-0.675355,0.213814,0.320679,-0.597704
-0.745642,-14.4667,0.74199,0.244273,0.334715,-0.647391
-0.358904,-12.2734,0.504088,0.301502,0.357355,-0.703654
-0.165448,-9.19845,2.53609,0.356059,0.401576,-0.779866
0.273975,-4.28807,0.607701,0.335807,0.419663,-0.810765
0.512915,-0.789914,0.07974,0.281322,0.443492,-0.849892
0.300708,3.05273,-0.179905,0.254695,0.44421,-0.892087
0.759087,4.69702,2.04592,0.289191,0.457374,-0.940678
1.27688,8.07338,4.16217,0.30564,0.480007,-0.984895
1.84606,10.919,7.9964,0.322547,0.520878,-1.06638
2.17688,12.4947,9.16801,0.329321,0.548912,-1.10699
2.49318,14.5214,10.077,0.299171,0.571209,-1.14332
2.00347,13.9824,12.1121,0.328811,0.569835,-1.18877
2.16464,13.236,12.7753,0.235449,0.574304,-1.212
2.18184,7.29611,12.9117,0.354487,0.64214,-1.25768
1.56241,4.39866,10.788,0.347594,0.64593,-1.27059
1.16076,0.970876,8.06547,0.293001,0.66892,-1.34824
0.663449,-4.16202,6.50787,0.297331,0.67938,-1.38491
0.505809,-8.42476,4.73676,0.302744,0.69712,-1.4246
1.06591,-12.7786,3.08561,0.337812,0.711994,-1.44002
1.85452,-15.3117,0.75075,0.328645,0.736586,-1.49068
1.18909,-18.7192,-0.865223,0.341791,0.724576,-1.51828
0.501349,-18.8773,-0.724485,0.320121,0.71539,-1.58964
-0.0260839,-19.5366,0.170889,0.402255,0.735073,-1.60018
-0.249898,-18.6892,0.428511,0.464403,0.743045,-1.62787
1.3752,-15.4941,-1.42734,0.475502,0.790377,-1.69499
1.0343,-11.5896,2.45815,0.509527,0.826171,-1.71229
-0.139585,-5.77423,3.99949,0.518237,0.779849,-1.73466
1.08042,1.36959,6.17979,0.451945,0.826285,-1.80035
1.89683,4.47715,8.66228,0.492013,0.856191,-1.83434
3.05464,5.13973,13.1459,0.629384,0.924287,-1.90653
3.91826,5.59813,13.8049,0.632971,0.984078,-1.9638
4.74575,6.87199,16.4653,0.620802,1.03165,-2.00966
5.2094,8.44713,17.6466,0.618409,1.06939,-2.04498
3.65722,14.0473,16.2598,0.546467,1.01955,-2.07808
2.86849,15.7083,17.3295,0.520217,0.994413,-2.13473
2.27503,15.5513,14.7792,0.47032,1.01593,-2.15699
